0.000000,0.601190,0.570238,0.789286,0.684524,0.490476,0.646429,0.641667,0.596429,0.688095,0.500000,0.520238,0.760714,0.692857,0.641667,0.515476,0.500000,0.761905,0.757143,0.500000,0.707143,0.628571,0.647619,0.555952,0.540476,0.597619,0.669048,0.500000,0.515476,0.680952,0.669048,0.525000,0.439286,0.617857,0.535714,0.610714,0.713095,0.500000
0.542029,0.000000,0.521014,0.559058,0.521558,0.496377,0.490580,0.488406,0.467029,0.605254,0.500000,0.489130,0.653804,0.573913,0.575906,0.506884,0.500000,0.583333,0.565580,0.507246,0.557246,0.586051,0.553804,0.527899,0.478261,0.478080,0.546014,0.508877,0.490761,0.499275,0.559964,0.505254,0.478080,0.565036,0.487138,0.544022,0.574094,0.500000
0.651102,0.540110,0.000000,0.685465,0.733956,0.498084,0.711267,0.543942,0.495151,0.668702,0.513709,0.502215,0.718930,0.678819,0.702107,0.551006,0.500000,0.701988,0.711566,0.503831,0.714679,0.608597,0.588841,0.696420,0.519756,0.631525,0.659423,0.490421,0.539212,0.553520,0.646133,0.525503,0.449114,0.567529,0.533465,0.647330,0.770235,0.500000
0.665478,0.568512,0.563790,0.000000,0.729772,0.510870,0.662918,0.617425,0.577451,0.698044,0.505435,0.568365,0.678718,0.676494,0.689651,0.552061,0.500000,0.740578,0.770753,0.500000,0.734577,0.633414,0.624119,0.688392,0.541191,0.651335,0.707844,0.510513,0.545052,0.594469,0.679012,0.527174,0.486256,0.607416,0.541191,0.685601,0.744439,0.500000
0.649234,0.536061,0.602368,0.693447,0.000000,0.503433,0.649723,0.614354,0.559695,0.701017,0.500000,0.572268,0.697599,0.687465,0.684474,0.556787,0.500000,0.726731,0.721570,0.500000,0.737307,0.603393,0.626183,0.674246,0.565802,0.647533,0.688443,0.532690,0.555923,0.572185,0.705667,0.521506,0.484430,0.590133,0.549436,0.663988,0.759104,0.500000
0.558518,0.567721,0.498466,0.550849,0.530793,0.000000,0.703398,0.590845,0.618570,0.737612,0.500000,0.498466,0.590963,0.580109,0.561586,0.496933,0.500000,0.641930,0.651133,0.501534,0.740562,0.576451,0.585654,0.715904,0.489264,0.490916,0.666824,0.500000,0.498466,0.600165,0.515455,0.496933,0.527607,0.674257,0.536928,0.606536,0.674139,0.500000
0.516298,0.505291,0.502315,0.529809,0.517810,0.507748,0.000000,0.586640,0.559429,0.557492,0.500000,0.504393,0.535998,0.529573,0.533777,0.504393,0.500000,0.544926,0.537509,0.495843,0.545399,0.541430,0.547950,0.535573,0.504393,0.536706,0.543934,0.500000,0.504630,0.528156,0.516487,0.498724,0.487765,0.524093,0.503354,0.557303,0.546580,0.500000
0.543490,0.511777,0.502761,0.560082,0.510392,0.505521,0.708547,0.000000,0.607736,0.646085,0.500000,0.507594,0.558791,0.555974,0.536603,0.514490,0.500000,0.634099,0.627890,0.511004,0.657682,0.606356,0.633933,0.619091,0.499331,0.573234,0.654385,0.499312,0.508282,0.531865,0.524261,0.500697,0.459242,0.559640,0.506209,0.594114,0.574771,0.500000
0.549844,0.490132,0.505405,0.552288,0.517843,0.506692,0.590716,0.608697,0.000000,0.595597,0.500000,0.503474,0.540188,0.545295,0.541951,0.514756,0.500000,0.586383,0.584110,0.500387,0.585435,0.607300,0.596748,0.560941,0.504932,0.529765,0.566684,0.499356,0.506777,0.540790,0.526935,0.502745,0.509440,0.584668,0.509351,0.565620,0.558887,0.500000
0.542659,0.523810,0.523810,0.577381,0.545635,0.500000,0.560516,0.534722,0.568948,0.000000,0.500000,0.531746,0.598710,0.550595,0.568948,0.515873,0.500000,0.678571,0.597222,0.520833,0.708333,0.611111,0.627976,0.642361,0.515873,0.554067,0.687500,0.507937,0.523810,0.527282,0.585317,0.515873,0.433532,0.646329,0.537202,0.571429,0.594246,0.500000
0.553750,0.497778,0.482222,0.567222,0.643056,0.531250,0.714861,0.685417,0.618472,0.643889,0.000000,0.515694,0.611944,0.542639,0.645278,0.526806,0.500000,0.650278,0.605556,0.500000,0.681667,0.561806,0.593056,0.655000,0.522361,0.583056,0.648333,0.497778,0.529028,0.551528,0.618611,0.524583,0.423889,0.596250,0.665278,0.719583,0.755000,0.500000
0.683333,0.502885,0.577885,0.693590,0.701923,0.500000,0.671474,0.612821,0.608333,0.736538,0.496795,0.000000,0.684615,0.647436,0.681731,0.584295,0.500000,0.782692,0.710577,0.503205,0.753205,0.629487,0.629167,0.740385,0.604487,0.733333,0.716346,0.509295,0.615385,0.641026,0.736859,0.554487,0.418269,0.669551,0.599359,0.669872,0.754487,0.500000
0.617033,0.516789,0.555678,0.656105,0.686752,0.513919,0.671001,0.617216,0.528449,0.602320,0.497253,0.533516,0.000000,0.686508,0.686325,0.547253,0.500000,0.703907,0.712027,0.505495,0.707570,0.681074,0.664530,0.702259,0.539194,0.668071,0.672100,0.530769,0.536203,0.558852,0.768254,0.558364,0.360195,0.581441,0.555739,0.674542,0.729182,0.500000
0.665541,0.493680,0.558528,0.679221,0.677229,0.520000,0.715325,0.670043,0.577229,0.654545,0.504502,0.564848,0.742597,0.000000,0.714545,0.600173,0.500000,0.733939,0.737922,0.504329,0.689697,0.619827,0.617662,0.644069,0.558355,0.654805,0.649264,0.560519,0.566840,0.601385,0.698009,0.580346,0.412727,0.575411,0.545022,0.619740,0.679481,0.500000
0.687184,0.529282,0.581953,0.722687,0.699299,0.516841,0.714293,0.678492,0.621530,0.688325,0.510512,0.594719,0.745206,0.705954,0.000000,0.605232,0.500000,0.778888,0.760010,0.502146,0.703347,0.635736,0.620932,0.664829,0.605232,0.655511,0.664177,0.541832,0.594828,0.577335,0.684794,0.594828,0.349731,0.623241,0.594719,0.639512,0.722877,0.500000
0.721689,0.498890,0.567104,0.760123,0.760123,0.540099,0.730603,0.702423,0.638356,0.704415,0.507282,0.609326,0.741314,0.702423,0.750816,0.000000,0.500000,0.784907,0.787585,0.501567,0.715942,0.637931,0.631204,0.710129,0.616053,0.652527,0.666242,0.576509,0.595775,0.601391,0.708758,0.578076,0.419083,0.633555,0.625457,0.669475,0.764531,0.500000
0.644113,0.518428,0.514270,0.697600,0.646948,0.540257,0.584294,0.605935,0.653468,0.541675,0.497921,0.659989,0.683047,0.692686,0.628520,0.696088,0.000000,0.623795,0.643546,0.501040,0.571820,0.451238,0.464751,0.514931,0.603100,0.540163,0.509450,0.611416,0.612455,0.429314,0.534965,0.653752,0.426290,0.536572,0.601021,0.522964,0.596768,0.500000
0.568579,0.504805,0.514706,0.602796,0.558678,0.500000,0.621433,0.568579,0.627257,0.718695,0.500000,0.500000,0.588090,0.500000,0.543972,0.500000,0.500000,0.000000,0.695545,0.559406,0.749272,0.678800,0.729179,0.699039,0.568579,0.645748,0.768492,0.500000,0.500000,0.544118,0.641526,0.500000,0.564356,0.607164,0.568579,0.649971,0.715055,0.500000
0.581081,0.513138,0.500000,0.634760,0.560623,0.500000,0.549925,0.574137,0.621246,0.751126,0.500000,0.513514,0.601164,0.500000,0.546734,0.500000,0.500000,0.748686,0.000000,0.514640,0.741366,0.723724,0.740240,0.697072,0.520083,0.712838,0.822072,0.500000,0.500000,0.513138,0.654092,0.500000,0.555931,0.640203,0.513138,0.582020,0.680743,0.500000
0.534392,0.507937,0.507937,0.568783,0.550265,0.500000,0.509921,0.544974,0.547619,0.610946,0.500000,0.505291,0.529597,0.526455,0.544974,0.502646,0.500000,0.650794,0.543816,0.000000,0.617394,0.533565,0.547950,0.514550,0.513228,0.531085,0.649140,0.500000,0.505291,0.511078,0.512070,0.502646,0.538194,0.543320,0.510582,0.508763,0.587798,0.500000
0.555632,0.506868,0.516484,0.619505,0.584478,0.500000,0.506868,0.552885,0.549451,0.659341,0.500000,0.521978,0.603709,0.573489,0.561813,0.510989,0.500000,0.663462,0.639423,0.504808,0.000000,0.640110,0.592720,0.637363,0.511676,0.580357,0.680632,0.516484,0.510989,0.541209,0.605769,0.500000,0.498626,0.581044,0.510989,0.543956,0.655907,0.500000
0.538902,0.494471,0.505562,0.529935,0.552117,0.506944,0.536273,0.556263,0.556971,0.622539,0.500000,0.515979,0.554915,0.565298,0.552791,0.510417,0.500000,0.626517,0.582794,0.504854,0.637675,0.000000,0.558724,0.591188,0.504180,0.560545,0.582929,0.506944,0.509035,0.527811,0.544600,0.500000,0.487426,0.536206,0.500708,0.575243,0.594593,0.500000
0.556740,0.515048,0.517241,0.602531,0.569235,0.500000,0.570404,0.550717,0.554547,0.599295,0.500000,0.511219,0.579087,0.559203,0.559203,0.512315,0.500000,0.647585,0.633994,0.500000,0.603970,0.586890,0.000000,0.595664,0.512405,0.531444,0.671928,0.504926,0.511129,0.560480,0.589479,0.509852,0.444357,0.529808,0.514778,0.567473,0.609633,0.500000
0.516290,0.498559,0.510638,0.530918,0.533799,0.503546,0.519725,0.541334,0.509419,0.576130,0.500000,0.505430,0.662123,0.539672,0.530696,0.500000,0.500000,0.636746,0.668883,0.500000,0.661902,0.558843,0.646055,0.000000,0.500665,0.776596,0.626108,0.503546,0.510638,0.529255,0.506095,0.510638,0.478723,0.522163,0.508976,0.609707,0.520944,0.500000
0.576544,0.535125,0.552249,0.604400,0.560299,0.496390,0.629525,0.615231,0.561225,0.543468,0.500000,0.560347,0.511465,0.557567,0.581910,0.527027,0.500000,0.601473,0.599619,0.500000,0.559859,0.552444,0.579666,0.514733,0.000000,0.516489,0.629183,0.513514,0.562152,0.603522,0.620646,0.538735,0.435164,0.662943,0.553127,0.650112,0.670163,0.500000
0.515643,0.493849,0.506431,0.543281,0.540220,0.498366,0.457985,0.539351,0.504694,0.654079,0.500000,0.503164,0.619790,0.532920,0.542236,0.500383,0.500000,0.619481,0.644440,0.500000,0.673990,0.658009,0.593316,0.757137,0.519573,0.000000,0.636905,0.498749,0.514496,0.526004,0.512170,0.512097,0.470626,0.512067,0.513245,0.556672,0.507549,0.500000
0.536493,0.511582,0.507117,0.585056,0.543644,0.500453,0.531001,0.551215,0.536527,0.691928,0.501779,0.511129,0.680655,0.568975,0.559205,0.508897,0.500000,0.740379,0.704792,0.500000,0.792500,0.664464,0.733660,0.661225,0.524944,0.653555,0.000000,0.502232,0.514688,0.547656,0.566356,0.508897,0.500807,0.524237,0.516920,0.569693,0.564709,0.500000
0.488317,0.483221,0.489933,0.488690,0.508576,0.500000,0.456749,0.518767,0.522123,0.412006,0.500000,0.469799,0.479990,0.527094,0.484961,0.500000,0.500000,0.441959,0.473652,0.500000,0.465573,0.568606,0.563510,0.667164,0.500000,0.642058,0.578548,0.000000,0.500000,0.550584,0.559284,0.500000,0.494904,0.404549,0.500000,0.617077,0.444942,0.500000
0.631427,0.478059,0.562500,0.724512,0.742243,0.500000,0.667110,0.579566,0.565381,0.617021,0.500000,0.524158,0.676197,0.600177,0.631427,0.524158,0.500000,0.704787,0.747340,0.500000,0.739583,0.560949,0.477837,0.611259,0.555408,0.717642,0.579344,0.500000,0.000000,0.640071,0.765071,0.500000,0.472961,0.672207,0.489362,0.528147,0.722518,0.500000
0.553395,0.444753,0.513580,0.637037,0.612963,0.500000,0.573148,0.516975,0.521296,0.601852,0.500000,0.513580,0.595370,0.598148,0.550309,0.513580,0.500000,0.698148,0.595988,0.500000,0.670370,0.552778,0.597222,0.614198,0.518827,0.620988,0.571914,0.505247,0.549074,0.000000,0.570062,0.508333,0.503704,0.692901,0.499074,0.586420,0.626543,0.500000
0.601573,0.443776,0.531943,0.641929,0.641997,0.500000,0.605746,0.566553,0.569289,0.604036,0.500000,0.529070,0.653488,0.581053,0.589877,0.508687,0.500000,0.690766,0.624145,0.494186,0.699179,0.550889,0.588851,0.567237,0.540629,0.676471,0.586252,0.505746,0.549384,0.589535,0.000000,0.511628,0.453967,0.615185,0.520246,0.640014,0.655540,0.500000
0.679715,0.500000,0.507225,0.720413,0.746296,0.505853,0.660600,0.682001,0.650082,0.722974,0.506494,0.611304,0.611304,0.666819,0.722700,0.542254,0.500000,0.729742,0.723980,0.500000,0.742729,0.707061,0.654106,0.656301,0.613225,0.685111,0.724529,0.529267,0.520212,0.678617,0.722700,0.000000,0.421438,0.590543,0.606640,0.718676,0.739345,0.500000
0.506803,0.482993,0.500000,0.493197,0.472789,0.503401,0.557823,0.520408,0.503401,0.602041,0.500000,0.493197,0.486395,0.534014,0.520408,0.489796,0.500000,0.544218,0.571429,0.496599,0.445578,0.421769,0.431973,0.312925,0.469388,0.394558,0.493197,0.489796,0.489796,0.486395,0.336735,0.489796,0.000000,0.530612,0.489796,0.401361,0.496599,0.500000
0.518594,0.519019,0.515920,0.511335,0.534513,0.506410,0.526533,0.553532,0.566565,0.679317,0.500000,0.515920,0.528103,0.508872,0.528316,0.512821,0.500000,0.641790,0.573739,0.500000,0.633894,0.661275,0.638945,0.649601,0.512396,0.544362,0.609654,0.500000,0.512821,0.525004,0.597555,0.506410,0.491340,0.000000,0.509297,0.568518,0.612837,0.500000
0.609914,0.532174,0.519235,0.646055,0.668078,0.521096,0.667292,0.651765,0.580780,0.678029,0.521912,0.558861,0.630328,0.587075,0.653507,0.565038,0.504545,0.696886,0.664482,0.518760,0.675345,0.660559,0.619776,0.677206,0.578326,0.650742,0.670110,0.526464,0.546507,0.534517,0.647820,0.526924,0.445410,0.608646,0.000000,0.661708,0.684888,0.508157
0.545279,0.514361,0.518989,0.555071,0.557776,0.502854,0.561435,0.543803,0.529744,0.555692,0.510336,0.530166,0.562491,0.552639,0.558258,0.522864,0.501292,0.576640,0.553686,0.488853,0.587091,0.580898,0.543788,0.575283,0.526921,0.581355,0.548720,0.527551,0.516495,0.533769,0.565373,0.509584,0.425375,0.541008,0.540831,0.000000,0.624112,0.512019
0.552550,0.515969,0.531222,0.578729,0.582140,0.505190,0.569998,0.545713,0.531291,0.551634,0.503973,0.536820,0.586259,0.560897,0.574279,0.525624,0.501217,0.598648,0.591926,0.521829,0.586444,0.521998,0.566032,0.683529,0.536250,0.594806,0.518202,0.511503,0.528951,0.492100,0.561982,0.509809,0.365526,0.554221,0.542895,0.680126,0.000000,0.510549
0.537305,0.526726,0.520601,0.582405,0.583519,0.505011,0.693207,0.585189,0.546214,0.697864,0.503898,0.521715,0.613029,0.551225,0.561804,0.520601,0.500000,0.661470,0.590960,0.480512,0.781180,0.813474,0.768020,0.788419,0.524499,0.703989,0.493977,0.538976,0.521715,0.564588,0.658686,0.512249,0.323851,0.555882,0.547884,0.721249,0.728842,0.000000
